"","new_window","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","var_roll_belt","avg_pitch_belt","var_pitch_belt","avg_yaw_belt","var_yaw_belt","var_accel_arm","avg_roll_arm","var_roll_arm","avg_pitch_arm","var_pitch_arm","avg_yaw_arm","var_yaw_arm","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","var_yaw_dumbbell","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","var_roll_forearm","avg_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","var_yaw_forearm","classe"
"16569","yes",-0.653661,-0.600611,NA,-0.689914,0.5947,NA,-91.2,5,-0.7,-91.9,1,-0.7,0.7,4,0,1.5,6.3,43.5,5.6,1.5,-91.5,0.04,200.3654,133.8936,310.8676,-28.7319,115.677,-56.1064,1748.9987,-1.24239,-0.3661,-1.19113,0.40261,0.87523,-0.05777,-10.1,38.8,57,-42,-100,12,31.9,138.8,45,-0.4812,-0.6491,NA,-0.7473,-0.2328,NA,43.5,128.1,-0.5,-16.1,6.8,-0.5,59.59,121.34,0,17,25.6078,19.4733,7114.884,21.2641,302.6669,70.6797,1147.758,-1.2347,4.0329,NA,0.3512,-2.2151,NA,41.5,174,-1.2,-9.3,-180,-1.2,50.77,354,0,25,57.08418,150.6383,146.88807,10.95851,278.89675,75.98085,7852.24723,"E"
"16597","yes",-0.768469,-0.983394,NA,0.688946,-0.200726,NA,-92.1,6,-0.8,-93.4,1,-0.8,1.3,5,0,1.9,-3,22.9,4.4,1.5,-92.9,0.14,34.2474,89.2795,380.8031,-16.4327,311.6665,46.1627,2665.0589,-1.77993,-0.74804,-0.06791,-0.15697,-0.83032,-0.63653,4.4,95.9,36,-40.1,-61.4,11,44.45,157.3,25,1.9916,2.0909,NA,-1.3939,0.5354,NA,66.6,138.4,2,-53.3,-14.1,2,119.88,152.58,0,4,19.3462,47.9996,6218.5467,20.2216,573.2775,58.647,921.9368,-0.3602,-1.2879,NA,-0.1416,0.6954,NA,48.5,174,-0.4,15.2,-180,-0.4,33.3,354,0,41,45.20666,-32.02273,24359.09249,34.56591,69.75021,-32.54773,14197.00209,"E"
"16622","yes",-0.580337,-0.296376,NA,-0.712539,-0.104399,NA,-91.2,5,-0.6,-92.9,1,-0.6,1.7,4,0,1.1,7.8,24.3,5.6,0.3,-91.9,0.28,171.7959,125.658,721.4976,-29.2404,94.679,-18.6868,3193.6145,-0.34389,-1.36799,-1.57804,0.4,0.48504,-0.008,-6.8,80.2,50,-43.5,-77.8,12,36.69,158,38,-0.7661,-0.0605,NA,-0.7236,0.1866,NA,38.3,152.9,-0.8,-25.5,-7.2,-0.8,63.77,160.14,0,15,27.4567,13.1238,7174.4555,16.0935,354.3861,71.9875,1403.1348,-1.7207,-1.096,NA,-0.1267,-0.8071,NA,40.5,180,-1.7,-3.5,-174,-1.7,43.97,354,0,30,83.07143,68.9,19890.78571,19.8984,287.87235,39.362,13627.58281,"E"
"16701","yes",-0.313326,-0.15095,NA,-0.646715,1.362688,NA,-93.1,4,-0.3,-93.5,3,-0.3,0.4,1,0,0.2,1.7,0.4,8.2,0.3,-93.3,0.01,123.4073,104.4204,652.9217,-19.0255,236.4743,24.5302,4328.8285,-1.12269,-1.51655,-0.79505,0.6507,-0.01247,0.14527,8.4,117,49,-35.7,-65.2,11,44.09,182.2,38,-0.9497,-1.1359,NA,0.1733,0.6328,NA,16.2,121.4,-0.9,-39.6,-88.2,-0.9,55.78,209.56,0,7,3.6947,-87.4581,949.2489,-12.1577,251.9903,-9.4397,5049.4663,-1.2326,-0.8344,NA,-0.2526,-0.6876,NA,38,125,-1.2,13.1,102,-1.2,24.9,23,0,34,3.07398,144.02041,6.85374,28.30816,64.29535,117.08163,50.82653,"E"
"16780","yes",-0.966623,-0.990604,NA,-0.307666,-0.578042,NA,10.8,25,-1,2.5,19,-1,8.34,6,0,3.7,135.9,21.6,25.5,3.1,6.5,5.23,152.08,-10.9094,2513.1605,-11.7102,1857.3668,-26.0756,4232.0402,-1.61621,0.27977,-0.57588,-0.22453,1.35517,0.87963,37.3,118,49,-77.9,-80.4,9,115.2,198.4,40,0.8093,0.9378,NA,-0.5164,-0.9815,NA,31.1,137.4,0.8,-7,84.9,0.8,38.08,52.51,0,12,1.8861,-36.0602,148.4592,13.058,55.6784,117.5304,132.4432,-1.4581,-1.11,NA,0.3814,0.5184,NA,41.2,117,-1.5,-10.1,83.8,-1.5,51.3,33.2,0,43,16.27796,119.12,10.31184,11.6552,350.00254,96.136,114.84317,"E"
"16826","yes",-1.346317,-0.939904,NA,-0.361331,-0.352626,NA,13.4,25,-1.3,7.1,19,-1.3,6.28,6,0,2.7,136.5,18.8,24.8,2.8,10.6,4.34,81.5301,17.6219,1260.1896,-11.6992,1396.2546,-100.5688,2112.9235,-0.8105,9.16615,-0.1599,-0.8131,3.04295,0.88275,24.1,75.2,37,-86.2,-133,5,110.3,208.2,32,0.2212,0.2294,NA,0.0737,-0.7224,NA,39.9,137.7,0.2,-10.3,76.4,0.2,50.24,61.31,0,10,2.8506,-38.2308,320.8096,13.2563,118.1045,113.7124,223.7092,-0.5877,6.8727,NA,0.777,-2.7672,NA,55.2,172,-0.6,-10.7,-179,-0.6,65.9,351,0,44,40.92021,135.89583,76.26551,11.93708,429.16584,89.80208,6300.82489,"E"
"16873","yes",-0.393918,-1.326371,NA,0.345448,0.231409,NA,4.7,27,-0.4,-1.6,17,-0.4,6.33,10,0,10.7,130.7,115.9,15.3,2.1,0.6,2.53,5.343,-41.6652,13.2881,-9.8874,66.2739,-47.6587,237.6994,-0.88505,-0.23566,-1.0338,-0.63571,0.95532,-0.52407,-1.2,-12.4,15,-26.7,-62.7,7,25.49,50.3,8,-2.0851,-2.0851,NA,1.0312,-1.0312,NA,27.2,14.7,-2.1,27.2,14.7,-2.1,0,0,0,4,0,125.9932,0,27.1869,0,14.7001,0,-1.221,-0.5442,NA,0.3396,-1.1527,NA,89.8,85.6,-1.2,62.1,-145,-1.2,27.7,230.6,0,46,9.40531,33.3413,6598.62426,72.0913,65.17281,-12.11304,6278.0936,"E"
"16892","yes",-1.143259,-1.38705,NA,-0.396358,-0.206684,NA,33.2,26,-1.1,5.3,17,-1.1,27.86,9,0,9.7,141.5,47.2,8.1,1.6,22,75.92,38.2467,-68.2264,90.3554,-33.2925,2.8934,13.4321,229.9562,2.17439,-0.86906,-0.64513,1.5013,-0.45535,-0.38691,-27.7,33.7,35,-35.5,-19.7,12,7.8,53.4,23,-2.08,-2.08,NA,1.0294,-1.0294,NA,27.2,14.7,-2.1,27.2,14.7,-2.1,0,0,0,4,0,125.9932,0,27.1869,0,14.7001,0,-0.3421,3.0743,NA,0.6913,-1.7954,NA,80,-137,-0.3,26.1,-160,-0.3,53.9,23,0,42,12.16763,-104.01887,15.40348,44.25849,210.58478,-142.64151,23.69594,"E"
"16915","yes",-1.276292,-0.460422,NA,-0.029284,0.831447,NA,42.6,22,-1.3,32.9,16,-1.3,9.7,6,0,3.1,130.4,23.6,9.3,0.5,37.5,9.81,5.046,-41.1114,7.042,-9.4641,49.9801,-49.9455,96.4425,0.62468,0.90284,-1.00845,-1.23256,1.30033,-0.44233,-2.8,-22.7,15,-28,-59.1,8,25.25,36.4,7,NA,-2.0976,NA,NA,-1.0356,NA,27.2,14.7,NA,27.2,14.7,NA,0,0,NA,4,0,125.9932,0,27.1869,0,14.7001,0,-1.2315,20.3909,NA,0.3053,-3.1379,NA,85,162,-1.2,56.5,-174,-1.2,28.5,336,0,37,9.90433,81.17727,4396.27203,68.50909,87.62364,55.84545,1835.7323,"E"
"16977","yes",-1.570327,0.211359,NA,-0.20493,1.02486,NA,55.3,23,-1.6,53.8,17,-1.6,1.5,6,0,2.9,135.1,19.8,8.5,0.1,54.7,0.29,5.9173,-41.945,52.8872,-15.1425,90.8568,-38.8585,349.0388,-1.49526,-1.13737,2.76346,-0.35373,0.58857,1.2439,-4.6,-2.6,20,-31.5,-58,9,26.91,55.43,11,3.5297,2.6034,NA,-0.6423,-0.4014,NA,-39.8,-5.8,3.5,-86.7,-33.1,3.5,46.84,27.31,0,6,1.4865,-94.5943,57.5861,-59.0139,62.5583,-17.3555,23.1064,-1.1363,3.9036,NA,0.3784,2.1262,NA,73.5,106,-1.1,10.1,68,-1.1,63.4,38,0,15,53.61795,106.165,56.04644,36.9,385.34718,73.8025,86.94846,"E"
"17082","yes",-0.692571,-0.598626,NA,-0.779866,-0.447756,NA,59.2,27,-0.7,47.3,20,-0.7,11.9,7,0,3.6,150.6,26.2,6.2,0.5,55.3,13.94,77.9464,-61.3042,220.931,-25.1863,62.9515,-3.0708,674.2373,0.07443,-1.30867,-1.60495,1.10356,-0.13714,0.02631,-5.2,35.4,33,-32.1,-47.7,8,26.9,83.1,25,3.2656,0.9889,NA,-1.6673,-0.9029,NA,79.3,126.4,3.3,-103.8,-135.2,3.3,183.1,261.58,0,1,2.2301,70.3376,2175.3843,25.4491,1536.8469,31.8134,3280.8759,-1.4083,-0.1644,NA,0.1532,-1.1118,NA,44.7,-27.5,-1.4,9.5,-137,-1.4,35.17,109.5,0,33,39.16312,23.66708,732.53194,26.06292,142.40811,-56.76458,1211.1951,"E"
"17129","yes",-1.165101,-1.14279,NA,0.441779,-0.199656,NA,47.9,27,-1.2,42.9,18,-1.2,5,9,0,6.3,146.3,52.5,11.3,3.1,44.8,2.33,1.2653,-47.888,13.0043,31.244,17.067,-102.838,64.1302,5.50673,4.41716,1.27607,-2.40006,2.11434,-1.12917,34.5,-74.6,33,15.9,-111,28,18.6,36.4,5,8.9336,5.7918,NA,-2.3867,2.0773,NA,-40.8,58.6,8.9,-103.9,-45.9,8.9,63.09,104.51,0,2,11.0567,-95.3879,495.6289,-55.6868,106.4776,-8.9087,341.8827,-1.4536,-1.5069,NA,-0.1834,-0.1768,NA,51.6,-33.3,-1.5,18.7,-176,-1.5,32.9,142.7,0,17,106.95061,-5.924,1596.5043,37.216,129.66545,-95.928,2499.83226,"E"
"17149","yes",0.664864,-1.32907,NA,-1.221331,-0.341557,NA,51.3,26,0.7,47.6,20,0.7,3.7,6,0,4,146.1,38.8,8.8,2.8,50.3,1.03,96.7006,-52.3344,232.3765,-14.1291,139.7991,-9.3809,1244.3007,-0.11035,-1.28352,-1.13626,1.03991,-0.20955,0.27462,13.2,39.9,40,-24.8,-70.5,9,38,110.4,31,2.2346,0.2344,NA,-1.3207,-0.7315,NA,40.7,18.3,2.2,-80,-136.7,2.2,120.75,155.06,0,4,0.6411,58.2336,8182.5978,3.1755,703.7,-43.642,1595.3236,-1.0129,-1.3757,NA,-0.4553,-0.3996,NA,50.7,-33.6,-1,20.7,-148,-1,30,114.4,0,37,31.05544,4.91875,1254.72922,38.69063,92.0983,-79.77813,1587.47467,"E"
"17206","yes",-1.351837,-0.146806,NA,0.129849,0.020718,NA,49.6,30,-1.4,35.3,21,-1.4,14.3,9,0,3.5,152.8,22.3,9.6,8.1,41.4,21.4,73.1773,-50.0877,20.5236,11.1539,330.1317,-75.2623,1415.613,-1.36433,-1.06076,-1.12514,-0.55311,0.64701,-0.7238,29.5,-1.8,33,-21.7,-116,9,51.2,114.24,24,1.1401,3.5835,NA,1.4721,1.021,NA,90.1,88.1,1.1,-83.9,-88.1,1.1,174.07,176.24,0,2,22.2807,-50.0685,6539.9057,-27.6315,1932.7771,-24.5059,961.8536,-1.3576,-0.3314,NA,-0.2089,-0.967,NA,56.2,-31.7,-1.4,21,-158,-1.4,35.2,126.3,0,22,44.17105,16.33719,940.0672,39.67895,138.40169,-69.84561,1502.44645,"E"
"17303","yes",2.397153,-0.424625,NA,-1.574365,0.481487,NA,58.6,20,2.4,55.3,15,2.4,3.3,5,0,1.7,130.7,11.9,6.4,0.2,57.6,0.51,148.2404,-62.8822,160.7679,-18.5522,50.7992,7.3427,957.6796,0.94253,-1.34122,-1.63215,1.44317,-0.32126,-0.00311,0.7,44.5,41,-24.1,-47.9,8,24.76,92.4,33,1.2406,0.8768,NA,-0.9068,-0.0727,NA,15.5,54.5,1.2,-127.9,-114.9,1.2,143.43,169.4,0,12,10.8919,-42.6553,8465.9655,-40.6056,831.5776,-24.8865,1192.0787,-0.4591,-1.9743,NA,0.7731,-0.3293,NA,34.9,179,-0.5,-15.8,-180,-0.5,50.7,359,0,47,40.2101,-69.56444,16.11916,1.078,218.51024,28.4,28138.06364,"E"
"17329","yes",-0.656175,-1.38142,NA,-0.291571,0.231926,NA,60.2,27,-0.7,56,16,-0.7,4.2,11,0,12.6,143.3,74.6,7.4,3.4,58.7,1.26,134.1449,-56.9104,246.8461,-18.3867,60.0322,6.0683,960.1587,1.02811,-0.89263,-1.06796,1.40885,-0.70733,-0.5017,3.4,37.4,37,-25.2,-57.9,2,28.64,95.3,35,4.2011,1.8238,NA,-1.1916,-0.3521,NA,78,100.2,4.2,-61.5,-131.4,4.2,139.58,231.58,0,1,1.7301,103.6032,2193.9369,22.8937,525.4601,-13.5498,1894.1066,-0.6834,-1.6852,NA,-0.4066,0.0813,NA,51.6,-38.5,-0.7,-2.8,-179,-0.7,54.35,140.5,0,50,142.42154,-22.55833,1792.26292,29.285,236.78036,-109.79792,2709.59383,"E"
"17394","yes",-0.856635,-0.446096,NA,0.82674,0.577494,NA,59.3,22,-0.9,54.5,17,-0.9,4.8,5,0,1.6,135.5,12.9,9.1,1.5,56.2,2.89,40.104,-76.9889,47.8915,-20.7778,1.3604,25.8589,201.0148,1.99727,-1.09477,-1.19889,1.05411,-0.4363,-0.20572,-17,43.3,41,-22.5,-2.6,20,5.5,45.93,21,0.1794,0.1655,NA,-0.5735,-0.1121,NA,38,32,0.2,-123.3,-127.8,0.2,161.32,159.82,0,5,1.2798,21.1756,7964.6502,-12.086,1406.6205,-52.1993,1179.1716,-0.8822,-2.0657,NA,0.6494,0.1309,NA,41.6,180,-0.9,-17.1,-179,-0.9,58.7,359,0,52,57.03737,-73.22667,33.21973,3.31667,327.00999,-4.33333,28094.13636,"E"
"17445","yes",-0.914465,-1.409735,NA,-0.710506,0.324531,NA,61.4,28,-0.9,55.4,16,-0.9,6,12,0,16.5,142.2,108.1,6.7,2.1,59.4,3.69,110.9349,-62.9569,205.0053,-13.062,57.9731,-5.8129,1740.9071,-0.29945,-1.15688,-1.21916,1.05819,-0.54089,0.05166,4.3,38.6,42,-19.7,-85.4,8,24.02,124,34,1.6457,1.4531,NA,-0.9465,0.6454,NA,126.5,148,1.6,-130,-69.4,1.6,256.48,217.41,0,2,2.3059,72.4314,4490.6514,25.3314,2736.4116,25.4735,1552.4388,-1.2223,2.6166,NA,-0.2053,1.7993,NA,58.3,179,-1.2,-14.4,-179,-1.2,72.7,358,0,57,155.71373,-33.0649,1847.5016,24.56745,554.68417,-91.80784,10149.24554,"E"
"17470","yes",1.880763,-0.541257,NA,-1.627703,-0.242378,NA,55.4,18,1.9,50.4,16,1.9,5,2,0,0.4,131.3,2.3,8,1.3,53.9,1.45,64.4077,-65.26,81.6902,-9.249,89.2965,-19.7598,1331.8989,-0.93483,-1.32042,-1.4213,0.74037,-0.11407,0.18554,10.1,33.1,34,-17.9,-81.7,11,28,114.8,23,0.3628,2.2104,NA,0.6217,-0.6422,NA,114.6,14.7,0.4,-118.5,-94.6,0.4,233.19,109.3,0,9,11.6513,-67.4135,5934.3318,-23.0024,2781.5274,-22.7611,451.9054,-1.5415,-1.2852,NA,-4e-04,0.8059,NA,60.5,179,-1.5,-14.2,-180,-1.5,74.7,359,0,20,102.09231,-57.26675,580.34737,24.1235,702.64842,-47.01,22389.21221,"E"
"17516","yes",-1.409621,4.582004,NA,-0.273598,1.689577,NA,58.6,20,-1.4,42,17,-1.4,16.6,3,0,0.3,131.8,2.2,5.7,2.7,51.5,32.38,88.3816,-71.9456,65.1004,-15.5039,6.0286,17.5111,395.7654,1.43139,-1.14371,-1.08355,0.90563,-0.37486,-0.25625,-8.3,42.9,41,-19.8,-21.6,10,11.48,64.5,31,0.0557,-1.2338,NA,-0.2745,-0.1626,NA,-15.6,34.5,0.1,-104.9,-67.4,0.1,89.27,101.9,0,7,2.5664,-90.045,397.5834,-55.7179,424.8447,-15.5273,771.3013,-1.0397,-1.7387,NA,0.5868,0.5141,NA,56.2,179,-1,-15.9,-179,-1,72.1,358,0,43,101.95489,-67.6193,207.36301,11.17526,556.73638,-31.49825,25478.52875,"E"
"17557","yes",-1.01804,2.234618,NA,-0.657799,2.037939,NA,-86.9,4,-1,-88.2,3,-1,1.3,1,0,0.1,1.7,0,6.1,1.2,-87.1,0.03,19.0944,92.7,21.116,5.3758,47.7415,111.4,609.9629,-0.63681,-0.86628,-0.4818,-0.85011,-0.52343,-0.53788,10.2,136,40,-19,15.2,18,29.2,120.8,22,3.7285,0.9119,NA,0.5023,-1.4889,NA,54.6,132.3,3.7,-23.1,51.9,3.7,77.71,80.39,0,5,1.2825,49.9601,410.6694,8.8458,233.6628,103.7684,514.025,-1.2761,-0.3634,NA,-0.3614,-1.0619,NA,14.7,121,-1.3,0.2,8.6,-1.3,14.52,112.44,0,34,6.51111,19.13889,32102.2373,5.19944,13.43193,114.83611,58.20694,"E"
"17605","yes",-1.09659,46,NA,-0.504542,6.78233,NA,-85.7,4,-1.1,-86.2,3,-1.1,0.5,1,0,0,1.4,0.1,2.8,0.8,-85.9,0.02,17.6444,91.3957,10.2458,3.4067,55.4073,106.0478,660.6901,1.08855,-0.67223,0.77685,-1.42798,-0.65937,-0.96295,9.5,135,38,-17.2,46.1,20,26.73,88.9,18,-0.5785,-0.8025,NA,0.407,-0.5573,NA,57.7,101.5,-0.6,7.4,52.8,-0.6,50.27,48.71,0,18,14.6763,67.1208,36.3439,31.1459,185.9949,78.905,159.2261,-1.0441,-0.2249,NA,-0.554,0.9961,NA,20.7,81,-1,4.6,-65.5,-1,16.1,146.5,0,28,43.79903,-174.1087,6.27681,14.25065,30.82484,-19.27848,1949.8446,"E"
"17650","yes",1.276937,14.473782,NA,1.598422,-3.992335,NA,-86.4,3,1.3,-87.1,2,1.3,0.7,1,0,0.1,1.3,0.1,2.6,0.3,-87,0.04,0.7397,85.7852,2.4692,4.1509,1.6231,121.8704,3.5112,3.54305,6.25063,2.86576,-1.56804,-2.11,-1.80895,5.6,124,34,-0.7,114,30,6.3,10,4,-0.2767,-0.6735,NA,0.5895,-0.6115,NA,57.5,109.2,-0.3,12.9,60.8,-0.3,44.62,48.41,0,18,9.9179,56.5345,51.3486,32.8142,121.364,88.642,160.7649,-1.1409,-1.3828,NA,-0.1284,0.0493,NA,18.8,10.8,-1.1,12.9,-89.9,-1.1,5.9,100.7,0,35,23.34032,-65.46296,28085.42313,16.03148,2.78673,-41.3213,1091.94319,"E"
"17747","yes",-1.588218,4.314108,NA,-0.246573,-2.479832,NA,-87.8,3,-1.6,-88.5,2,-1.6,0.7,1,0,0.1,1.6,0.1,3.8,0.4,-88.1,0.06,136.178,107.9481,432.2837,-24.1838,67.546,-12.5225,2033.5762,-0.79653,-1.50146,-0.91266,0.64523,0.26606,0.65898,-8.7,54.2,54,-33.9,-69.8,18,25.22,124,36,-0.8686,-1.0605,NA,0.045,0.2862,NA,58.1,102.2,-0.9,21.3,55.7,-0.9,36.83,46.5,0,15,5.6965,62.5675,61.8377,40.0192,106.4374,78.1739,193.0995,0.3209,-0.8977,NA,0.5925,-0.4282,NA,22.7,61.5,0.3,13.7,-55.2,0.3,9,116.7,0,23,57.66026,-130.38462,15280.79035,16.83654,4.57178,18.81,1130.70475,"E"
"17812","yes",-1.215624,11.382781,NA,-0.625671,-0.97603,NA,-87.3,4,-1.2,-87.7,2,-1.2,0.4,2,0,0.1,1.4,0.1,2.2,0.1,-87.4,0.02,201.9366,107.4231,840.3371,-30.9564,63.3546,-18.0656,2377.1757,-1.15292,-1.66235,-1.27648,-0.11787,0.11967,0.61296,-16.8,52.4,55,-43.5,-77.7,16,26.7,130.1,39,-0.7954,-1.2117,NA,0.4896,-0.2756,NA,59.3,114.4,-0.8,22,60.5,-0.8,37.31,53.88,0,17,6.5722,50.4665,136.3949,37.4169,114.0333,91.0387,297.3617,-1.3092,-1.0284,NA,0.6415,-0.5136,NA,15.4,22.4,-1.3,9.2,-33.3,-1.3,6.16,55.7,0,35,33.41296,177.25641,0.5641,11.56692,4.8458,1.51103,317.31177,"E"
"17892","yes",-0.439374,3.06245,NA,-0.745371,0.128904,NA,-87.7,4,-0.4,-88.6,2,-0.4,0.9,2,0,0.2,1.2,0.3,2.3,0.9,-88,0.07,177.0965,89.5412,896.1317,-27.7608,108.646,5.6324,2514.1429,-1.4032,-1.42047,-0.575,0.00646,-0.49795,0.9765,-12.9,57.3,55,-43.4,-75.1,15,30.5,132.4,40,-1.0734,-1.2082,NA,-0.1575,0.109,NA,56.5,99.9,-1.1,31.6,58.5,-1.1,24.92,41.42,0,13,3.4549,59.4087,78.2462,45.5181,51.6722,77.2461,149.2907,-0.4768,-1.0338,NA,-0.5978,0.4255,NA,21.5,5.3,-0.5,9,-108,-0.5,12.46,113.25,0,32,23.81255,117.15686,16587.5349,16.93216,10.68994,-63.12294,1196.34435,"E"
"17944","yes",-0.355147,NA,NA,0.112545,NA,NA,-88.5,3,-0.4,-88.7,3,-0.4,0.2,0,0,0,1.4,0,3.4,0,-88.6,0,88.2859,80.6622,933.6069,-28.9311,165.6936,14.1796,1954.5366,-1.53831,-0.84236,1.83497,-0.14264,-0.8642,1.66526,-12.2,54,49,-48.5,-73.2,13,36.3,127.2,36,-0.2369,-1.0139,NA,0.4214,0.7074,NA,35.4,115.2,-0.2,8.2,67.7,-0.2,27.23,47.4,0,4,0.7495,67.2474,290.774,19.044,43.3276,85.415,227.2173,-1.0809,-0.4742,NA,0.3756,0.0364,NA,43.1,165,-1.1,39.4,162,-1.1,3.7,3,0,36,0.11818,-77.22889,0.77892,41.14,1.34064,163.17778,0.55859,"E"
"17976","yes",0.402777,NA,NA,-0.010002,NA,NA,-88.7,5,0.4,-88.9,5,0.4,0.2,0,0,0,0.8,0,5,0,-88.8,0,0.3571,0,0,0,0,0,0,NA,NA,-0.12082,NA,NA,-0.48813,0,0,14,0,0,11,0,0,3,1.5625,-0.4597,NA,-0.6985,-0.2182,NA,-49.7,-72.8,1.6,-52.6,-75.2,1.6,2.82,2.39,0,29,0.1286,58.7487,0.5664,-50.9488,0.3007,-74.0199,0.4914,-0.8775,-0.6935,NA,0.0026,1.1617,NA,32.2,127,-0.9,30.5,126,-0.9,1.7,1,0,33,0.1619,148,0,31.72857,0.11214,126.42857,0.25714,"E"
"18004","yes",2.00117,3.9937,NA,-1.983548,-2.420622,NA,-88.6,5,2,-88.7,4,2,0.1,1,0,0.1,0.9,0,5.1,0,-88.6,0,0.2501,0,0,0,0,0,0,NA,NA,-0.81795,NA,NA,0.43445,0,0,14,0,0,12,0,0,2,0.5988,-0.8387,NA,0.349,0.4652,NA,-49.1,-70.6,0.6,-53.9,-79.1,0.6,4.79,8.52,0,29,0,56.4459,6.6147,-51.6333,1.0518,-75.5105,5.0376,4.5821,3.1575,NA,-2.2974,-2.012,NA,32.8,127,4.6,20.6,106,4.6,12.2,21,0,32,1.94681,146.67797,6.70485,31.13898,8.4607,124.0339,28.79193,"E"
"18024","yes",-0.914195,-0.813271,NA,0.826645,0.23921,NA,-80.9,6,-0.9,-88.4,1,-0.9,7.5,5,0,1.6,3.4,7.9,2.1,13.1,-86,6.96,0.2196,0,0,0,0,0,0,NA,NA,-1.37072,NA,NA,-0.82743,0,0,14,0,0,13,0,0,1,1.0775,-0.1302,NA,-0.576,0.3612,NA,-48.9,-76.2,1.1,-54.1,-83.2,1.1,5.2,6.92,0,30,0.2518,52.0229,2.1474,-51.2436,0.8859,-79.777,2.5139,-1.4816,-0.8359,NA,0.2328,-0.9221,NA,38.7,179,-1.5,-5,-171,-1.5,43.7,350,0,43,83.69961,67.64706,16917.99294,12.88588,250.76873,45.14706,11801.94774,"E"
"18044","yes",-1.310848,-0.782717,NA,0.580297,0.560752,NA,-81,7,-1.3,-89.3,2,-1.3,8.3,5,0,2.4,-1.6,38.3,-0.2,1.4,-86.3,9.13,0.2476,0,0,0,0,0,0,NA,NA,1.38331,NA,NA,-0.11652,0,0,15,0,0,13,0,0,2,0.4231,-0.1472,NA,0.3945,0.0953,NA,-50.4,-77.8,0.4,-52.5,-80.2,0.4,2.09,2.47,0,29,0.2305,52.581,0.4389,-51.514,0.176,-79.074,0.2897,-1.5881,-0.4916,NA,0.233,-1.0233,NA,37.7,173,-1.6,-6.6,-177,-1.6,44.27,350,0,54,115.9939,81.90244,15702.84024,12.28659,260.85527,39.5878,11377.7461,"E"
"18147","yes",-1.255676,-0.687214,NA,-0.298327,-0.038884,NA,-78.7,6,-1.3,-85.9,1,-1.3,7.2,5,0,1.5,4.1,26.3,-2.2,6.5,-81.9,5.55,0.1658,0,0,0,0,0,0,NA,NA,0.30684,NA,NA,-1.51526,0,0,14,0,0,13,0,0,1,1.2571,-0.8155,NA,-0.2391,0.6167,NA,-26.8,-39.9,1.3,-63.3,-100.2,1.3,36.44,60.26,0,28,5.5833,59.6795,538.1733,-45.8461,47.3484,-74.5964,330.1414,0.3633,-2.0028,NA,-1.2656,0.1343,NA,23.8,178,0.4,2.8,-178,0.4,21.04,356,0,37,64.04082,160.89796,91.55187,17.68163,35.04564,-10.14286,22784.41667,"E"
"18168","yes",-1.415506,0.549943,NA,0.601755,0.730608,NA,-77.4,8,-1.4,-85.9,1,-1.4,8.5,7,0,2.2,0.5,21.8,-1.5,9.3,-82.6,10.51,63.5608,0,0,0,0,0,0,NA,NA,-1.5897,NA,NA,0.00619,0,0,35,0,0,13,0,0,22,-0.211,-0.9054,NA,-0.738,-0.7048,NA,-28,-44.4,-0.2,-59.4,-86.8,-0.2,31.38,42.4,0,33,4.9473,78.5698,312.0219,-41.0329,70.4466,-60.9445,172.9634,-1.4021,-0.5962,NA,0.5422,-0.9764,NA,28.8,180,-1.4,-9.3,-174,-1.4,38.1,354,0,33,72.20408,155.16,29.93306,5.2624,205.97625,37.896,12942.19019,"E"
